total_num_other_requests,total_num_write_requests,total_wait_cycles,total_num_read_requests,memory_system_cycles,total_rfm_cycles_rank1,total_rfm_cycles_rank0,avg_write_latency_0,write_depart_latency_0,avg_read_latency_0,read_queue_len_avg_0,row_hit_rate_0,write_queue_len_0,queue_len_0,num_other_reqs_0,num_write_reqs_0,read_latency_0,priority_queue_len_avg_0,row_hits_0,priority_queue_len_0,row_misses_0,row_conflicts_0,read_row_misses_0,queue_len_avg_0,read_row_conflicts_core_0,read_row_hits_0,write_queue_len_avg_0,read_row_conflicts_0,write_row_misses_0,write_row_conflicts_0,read_queue_len_0,write_row_hits_0,read_row_hits_core_0,read_row_misses_core_0,num_read_reqs_0,trace,timing,organization
0.0,315143.0,682.0,684857.0,13018191.0,0.0,0.0,597.151794,188188208.0,NaN,0.0,0.924890339,186983220.0,187212873.0,0.0,315143.0,0.0,0.0176409297,291457.0,229653.0,15447.0,8222.0,0.0,14.380868,0.0,0.0,14.3632259,0.0,15447.0,8222.0,0.0,291457.0,0.0,0.0,0.0,bc_web,DDR5_6400AN,DDR5_ideal
0.0,315143.0,2575.0,684857.0,15062970.0,0.0,0.0,683.459961,215387625.0,NaN,0.0,0.906919479,213873144.0,214137573.0,0.0,315143.0,0.0,0.0175549053,285793.0,264429.0,14298.0,15034.0,0.0,14.2161589,0.0,0.0,14.1986046,0.0,14298.0,15034.0,0.0,285793.0,0.0,0.0,0.0,bc_web,DDR5_6400AN,DDR5_baseline1
0.0,315143.0,2646.0,684857.0,14667306.0,0.0,0.0,663.462402,209085529.0,NaN,0.0,0.909138799,207680288.0,207937983.0,0.0,315143.0,0.0,0.0175693482,286496.0,257695.0,13789.0,14844.0,0.0,14.1769714,0.0,0.0,14.1594028,0.0,13789.0,14844.0,0.0,286496.0,0.0,0.0,0.0,bc_web,DDR5_6400AN,DDR5_design1
0.0,315143.0,2575.0,684857.0,15062970.0,0.0,0.0,683.459961,215387625.0,NaN,0.0,0.906919479,213873144.0,214137573.0,0.0,315143.0,0.0,0.0175549053,285793.0,264429.0,14298.0,15034.0,0.0,14.2161589,0.0,0.0,14.1986046,0.0,14298.0,15034.0,0.0,285793.0,0.0,0.0,0.0,bc_web,DDR5_6400AN,DDR5_design2
0.0,5.0,0.0,999995.0,13142984.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,31839761.0,31840815.0,0.0,5.0,0.0,8.01948772,0.0,1054.0,0.0,0.0,0.0,2.42264748,0.0,0.0,2.42256713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641,DDR5_6400AN_BL,DDR5_baseline2
0.0,5.0,0.0,999995.0,8759923.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,21251372.0,21252074.0,0.0,5.0,0.0,8.01376882,0.0,702.0,0.0,0.0,0.0,2.4260571,0.0,0.0,2.42597699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641,DDR5_6400AN,DDR5_ideal
0.0,5.0,0.0,999995.0,8762564.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,21259148.0,21259851.0,0.0,5.0,0.0,8.02276627,0.0,703.0,0.0,0.0,0.0,2.4262135,0.0,0.0,2.42613316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641,DDR5_6400AN,DDR5_baseline1
0.0,5.0,0.0,999995.0,8762564.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,21259148.0,21259851.0,0.0,5.0,0.0,8.02276627,0.0,703.0,0.0,0.0,0.0,2.4262135,0.0,0.0,2.42613316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641,DDR5_6400AN,DDR5_design1
0.0,5.0,0.0,999995.0,8762564.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,21259148.0,21259851.0,0.0,5.0,0.0,8.02276627,0.0,703.0,0.0,0.0,0.0,2.4262135,0.0,0.0,2.42613316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641,DDR5_6400AN,DDR5_design2
0.0,3454.0,0.0,996546.0,15496330.0,0.0,0.0,71016.7031,245291677.0,NaN,0.0,0.440988362,247789784.0,247810144.0,0.0,3454.0,0.0,0.00131385948,1517.0,20360.0,213.0,1710.0,0.0,15.991538,0.0,0.0,15.9902239,0.0,213.0,1710.0,0.0,1517.0,0.0,0.0,0.0,607,DDR5_6400AN_BL,DDR5_baseline2
0.0,3454.0,0.0,996546.0,11786695.0,0.0,0.0,53642.1641,185280036.0,NaN,0.0,0.439244181,187209902.0,187232379.0,0.0,3454.0,0.0,0.00190698076,1511.0,22477.0,221.0,1708.0,0.0,15.8850622,0.0,0.0,15.8831549,0.0,221.0,1708.0,0.0,1511.0,0.0,0.0,0.0,607,DDR5_6400AN,DDR5_ideal
0.0,3454.0,0.0,996546.0,11809306.0,0.0,0.0,53728.5938,185578565.0,NaN,0.0,0.441279083,187507218.0,187529641.0,0.0,3454.0,0.0,0.00189875683,1518.0,22423.0,221.0,1701.0,0.0,15.8798199,0.0,0.0,15.8779202,0.0,221.0,1701.0,0.0,1518.0,0.0,0.0,0.0,607,DDR5_6400AN,DDR5_baseline1
0.0,3454.0,0.0,996546.0,11809306.0,0.0,0.0,53728.1758,185577113.0,NaN,0.0,0.441279083,187505760.0,187527959.0,0.0,3454.0,0.0,0.0018797887,1518.0,22199.0,219.0,1703.0,0.0,15.8796759,0.0,0.0,15.8777971,0.0,219.0,1703.0,0.0,1518.0,0.0,0.0,0.0,607,DDR5_6400AN,DDR5_design1
0.0,3454.0,0.0,996546.0,11809306.0,0.0,0.0,53728.5938,185578565.0,NaN,0.0,0.441279083,187507218.0,187529641.0,0.0,3454.0,0.0,0.00189875683,1518.0,22423.0,221.0,1701.0,0.0,15.8798199,0.0,0.0,15.8779202,0.0,221.0,1701.0,0.0,1518.0,0.0,0.0,0.0,607,DDR5_6400AN,DDR5_design2
0.0,487.0,0.0,999513.0,13337623.0,0.0,0.0,527067.188,256681719.0,NaN,0.0,0.572916687,258619762.0,258622764.0,0.0,487.0,0.0,0.000225077587,275.0,3002.0,190.0,15.0,0.0,19.3904686,0.0,0.0,19.3902435,0.0,190.0,15.0,0.0,275.0,0.0,0.0,0.0,623,DDR5_6400AN_BL,DDR5_baseline2
0.0,487.0,0.0,999513.0,8815821.0,0.0,0.0,348934.562,169931138.0,NaN,0.0,0.616666675,171209412.0,171211601.0,0.0,487.0,0.0,0.000248303579,296.0,2189.0,165.0,19.0,0.0,19.420948,0.0,0.0,19.4207001,0.0,165.0,19.0,0.0,296.0,0.0,0.0,0.0,623,DDR5_6400AN,DDR5_ideal
0.0,487.0,0.0,999513.0,8872809.0,0.0,0.0,351079.844,170975885.0,NaN,0.0,0.613305628,172279846.0,172282259.0,0.0,487.0,0.0,0.000271954457,295.0,2413.0,153.0,33.0,0.0,19.4168777,0.0,0.0,19.4166069,0.0,153.0,33.0,0.0,295.0,0.0,0.0,0.0,623,DDR5_6400AN,DDR5_baseline1
0.0,487.0,0.0,999513.0,8872162.0,0.0,0.0,351067.469,170969864.0,NaN,0.0,0.615384638,172271656.0,172274069.0,0.0,487.0,0.0,0.000271974306,296.0,2413.0,154.0,31.0,0.0,19.4173717,0.0,0.0,19.417099,0.0,154.0,31.0,0.0,296.0,0.0,0.0,0.0,623,DDR5_6400AN,DDR5_design1
0.0,487.0,0.0,999513.0,8872809.0,0.0,0.0,351079.844,170975885.0,NaN,0.0,0.613305628,172279846.0,172282259.0,0.0,487.0,0.0,0.000271954457,295.0,2413.0,153.0,33.0,0.0,19.4168777,0.0,0.0,19.4166069,0.0,153.0,33.0,0.0,295.0,0.0,0.0,0.0,623,DDR5_6400AN,DDR5_design2
